key_centro,nome_centro,empresa,nome_empreendimento,cod_insumo,cod_sub_grupo,descricao_insumo,unidade,data_movimento,classe,tipo_movimento,tipo_documento,numero_documento,num_movimento,quantidade,preco_unitario,valor,titulo_grupo,titulo_subgrupo,quantidade_estoque_atual,valor_estoque_atual
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,23307,10,CIMENTO PORTLAND COMPOSTO CP II-32,KG,2024-05-05,S,S,RM,50105,10105,1503118,0.7,1052182.5999999999,AGLOMERANTES,CIMENTO,4748838,3324186.5999999996
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,227,20,AREIA GROSSA,M3,2024-05-20,E,C,NF-e,50106,10106,24882,65,1617330,AGREGADOS,AREIAS,66656,4332640
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,227,20,AREIA GROSSA,M3,2024-05-30,S,S,RM,50107,10107,16567,65,1076855,AGREGADOS,AREIAS,50089,3255785
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,6081,20,TIJOLO CERÂMICO 9CM X 19CM X 19CM,UN,2024-05-05,E,C,NF-e,50108,10108,3788814,0.45,1704966.3,CERÂMICAS,TIJOLOS,10223991,4600795.95
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,6081,20,TIJOLO CERÂMICO 9CM X 19CM X 19CM,UN,2024-05-04,S,S,RM,50109,10109,2391478,0.45,1076165.1,CERÂMICAS,TIJOLOS,7832513,3524630.85
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,21114,20,VALE MATERIAL P/OBRA,R$,2024-05-13,E,C,NF-e,50110,10110,1957415,1,1957415,ACESSÓRIOS,VALES,4133972,4133972
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,21114,20,VALE MATERIAL P/OBRA,R$,2024-05-05,S,S,RM,50111,10111,1042657,1,1042657,ACESSÓRIOS,VALES,3091315,3091315
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,540,20,AÇO CA-50 10.0MM,KG,2024-05-07,E,C,NF-e,50112,10112,270195,6.5,1756267.5,AÇOS,VERGALHOES,466240,3030560
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,540,20,AÇO CA-50 10.0MM,KG,2024-05-19,S,S,RM,50113,10113,145142,6.5,943423,AÇOS,VERGALHOES,321098,2087137
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,540,20,AÇO CA-50 10.0MM,KG,2024-05-21,S,T,TRF,50114,10114,39512,6.5,256828,AÇOS,VERGALHOES,281586,1830309
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,880,20,CABO COBRE FLEXIVEL 2.5MM2,M,2024-05-04,E,C,NF-e,50115,10115,556344,3.2,1780300.8,FIOS E CABOS,CONDUTORES,1095778,3506489.6
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,880,20,CABO COBRE FLEXIVEL 2.5MM2,M,2024-05-16,S,S,RM,50116,10116,298776,3.2,956083.2000000001,FIOS E CABOS,CONDUTORES,797002,2550406.4000000004
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,1050,20,TELHA ONDULADA FIBROCIMENTO,UN,2024-05-31,E,C,NF-e,50117,10117,74402,25,1860050,TELHAS ESPECIAIS,TELHAS,177912,4447800
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,1050,20,TELHA ONDULADA FIBROCIMENTO,UN,2024-05-04,S,S,RM,50118,10118,39171,25,979275,TELHAS ESPECIAIS,TELHAS,138741,3468525
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,3200,20,PAVIMENTO INTERTRAVADO 6CM,M2,2024-05-18,E,C,NF-e,50119,10119,44126,42,1853292,PAVIMENTAÇÃO PRÉ-MOLDADA,PAVIMENTOS,96477,4052034
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,3200,20,PAVIMENTO INTERTRAVADO 6CM,M2,2024-05-15,S,S,RM,50120,10120,22610,42,949620,PAVIMENTAÇÃO PRÉ-MOLDADA,PAVIMENTOS,73867,3102414
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,4500,20,CONCRETO USINADO FCK 30 MPA,M3,2024-05-12,E,C,NF-e,50121,10121,5917,350,2070950,CONCRETO USINADO,CONCRETOS,12784,4474400
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,4500,20,CONCRETO USINADO FCK 30 MPA,M3,2024-05-17,S,S,RM,50122,10122,3042,350,1064700,CONCRETO USINADO,CONCRETOS,9742,3409700
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,1200,20,OLEO DIESEL S10,L,2024-05-25,E,C,NF-e,50123,10123,354315,5.8,2055027,COMBUSTÍVEIS E LUBRIFICANTES,COMBUSTIVEIS,596496,3459676.8
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,1200,20,OLEO DIESEL S10,L,2024-05-16,S,S,RM,50124,10124,167243,5.8,970009.4,COMBUSTÍVEIS E LUBRIFICANTES,COMBUSTIVEIS,429253,2489667.4
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,1200,20,OLEO DIESEL S10,L,2024-05-24,S,T,TRF,50125,10125,74451,5.8,431815.8,COMBUSTÍVEIS E LUBRIFICANTES,COMBUSTIVEIS,354802,2057851.5999999999
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,630,10,CIMENTO PORTLAND,KG,2024-06-02,E,C,NF-e,50126,10126,3173599,0.5,1586799.5,AGLOMERANTES,CIMENTO,6176701,3088350.5
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,630,10,CIMENTO PORTLAND,KG,2024-06-02,S,S,RM,50127,10127,1577352,0.5,788676,AGLOMERANTES,CIMENTO,4599349,2299674.5
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,630,10,CIMENTO PORTLAND,KG,2024-06-05,S,T,TRF,50128,10128,849503,0.5,424751.5,AGLOMERANTES,CIMENTO,3749846,1874923
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,23307,10,CIMENTO PORTLAND COMPOSTO CP II-32,KG,2024-06-03,E,C,NF-e,50129,10129,2540582,0.7,1778407.4,AGLOMERANTES,CIMENTO,7289420,5102594
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,23307,10,CIMENTO PORTLAND COMPOSTO CP II-32,KG,2024-06-30,S,S,RM,50130,10130,1149215,0.7,804450.5,AGLOMERANTES,CIMENTO,6140205,4298143.5
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,227,20,AREIA GROSSA,M3,2024-06-02,E,C,NF-e,50131,10131,25605,65,1664325,AGREGADOS,AREIAS,75694,4920110
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,227,20,AREIA GROSSA,M3,2024-06-09,S,S,RM,50132,10132,11976,65,778440,AGREGADOS,AREIAS,63718,4141670
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,6081,20,TIJOLO CERÂMICO 9CM X 19CM X 19CM,UN,2024-06-20,E,C,NF-e,50133,10133,3751676,0.45,1688254.2,CERÂMICAS,TIJOLOS,11584189,5212885.05
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,6081,20,TIJOLO CERÂMICO 9CM X 19CM X 19CM,UN,2024-06-12,S,S,RM,50134,10134,1611144,0.45,725014.8,CERÂMICAS,TIJOLOS,9973045,4487870.25
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,21114,20,VALE MATERIAL P/OBRA,R$,2024-06-18,E,C,NF-e,50135,10135,1699136,1,1699136,ACESSÓRIOS,VALES,4790451,4790451
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,21114,20,VALE MATERIAL P/OBRA,R$,2024-06-11,S,S,RM,50136,10136,834900,1,834900,ACESSÓRIOS,VALES,3955551,3955551
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,540,20,AÇO CA-50 10.0MM,KG,2024-06-16,E,C,NF-e,50137,10137,266854,6.5,1734551,AÇOS,VERGALHOES,548440,3564860
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,540,20,AÇO CA-50 10.0MM,KG,2024-06-03,S,S,RM,50138,10138,128852,6.5,837538,AÇOS,VERGALHOES,419588,2727322
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,540,20,AÇO CA-50 10.0MM,KG,2024-06-29,S,T,TRF,50139,10139,54038,6.5,351247,AÇOS,VERGALHOES,365550,2376075
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,880,20,CABO COBRE FLEXIVEL 2.5MM2,M,2024-06-01,E,C,NF-e,50140,10140,645321,3.2,2065027.2000000002,FIOS E CABOS,CONDUTORES,1442323,4615433.600000001
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,880,20,CABO COBRE FLEXIVEL 2.5MM2,M,2024-06-23,S,S,RM,50141,10141,238247,3.2,762390.4,FIOS E CABOS,CONDUTORES,1204076,3853043.2
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,1050,20,TELHA ONDULADA FIBROCIMENTO,UN,2024-06-22,E,C,NF-e,50142,10142,78933,25,1973325,TELHAS ESPECIAIS,TELHAS,217674,5441850
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,1050,20,TELHA ONDULADA FIBROCIMENTO,UN,2024-06-21,S,S,RM,50143,10143,34384,25,859600,TELHAS ESPECIAIS,TELHAS,183290,4582250
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,3200,20,PAVIMENTO INTERTRAVADO 6CM,M2,2024-06-17,E,C,NF-e,50144,10144,43924,42,1844808,PAVIMENTAÇÃO PRÉ-MOLDADA,PAVIMENTOS,117791,4947222
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,3200,20,PAVIMENTO INTERTRAVADO 6CM,M2,2024-06-06,S,S,RM,50145,10145,17884,42,751128,PAVIMENTAÇÃO PRÉ-MOLDADA,PAVIMENTOS,99907,4196094
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,4500,20,CONCRETO USINADO FCK 30 MPA,M3,2024-06-16,E,C,NF-e,50146,10146,5248,350,1836800,CONCRETO USINADO,CONCRETOS,14990,5246500
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,4500,20,CONCRETO USINADO FCK 30 MPA,M3,2024-06-14,S,S,RM,50147,10147,2199,350,769650,CONCRETO USINADO,CONCRETOS,12791,4476850
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,1200,20,OLEO DIESEL S10,L,2024-06-12,E,C,NF-e,50148,10148,351243,5.8,2037209.4,COMBUSTÍVEIS E LUBRIFICANTES,COMBUSTIVEIS,706045,4095061
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,1200,20,OLEO DIESEL S10,L,2024-06-19,S,S,RM,50149,10149,125968,5.8,730614.4,COMBUSTÍVEIS E LUBRIFICANTES,COMBUSTIVEIS,580077,3364446.6
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,1200,20,OLEO DIESEL S10,L,2024-06-27,S,T,TRF,50150,10150,61930,5.8,359194,COMBUSTÍVEIS E LUBRIFICANTES,COMBUSTIVEIS,518147,3005252.6
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,630,10,CIMENTO PORTLAND,KG,2024-07-18,E,C,NF-e,50151,10151,3906175,0.5,1953087.5,AGLOMERANTES,CIMENTO,7656021,3828010.5
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,630,10,CIMENTO PORTLAND,KG,2024-07-04,S,S,RM,50152,10152,1668067,0.5,834033.5,AGLOMERANTES,CIMENTO,5987954,2993977
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,630,10,CIMENTO PORTLAND,KG,2024-07-24,S,T,TRF,50153,10153,500227,0.5,250113.5,AGLOMERANTES,CIMENTO,5487727,2743863.5
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,23307,10,CIMENTO PORTLAND COMPOSTO CP II-32,KG,2024-07-03,E,C,NF-e,50154,10154,2802902,0.7,1962031.4,AGLOMERANTES,CIMENTO,8943107,6260174.899999999
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,23307,10,CIMENTO PORTLAND COMPOSTO CP II-32,KG,2024-07-11,S,S,RM,50155,10155,1373562,0.7,961493.3999999999,AGLOMERANTES,CIMENTO,7569545,5298681.5
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,227,20,AREIA GROSSA,M3,2024-07-24,E,C,NF-e,50156,10156,24367,65,1583855,AGREGADOS,AREIAS,88085,5725525
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,227,20,AREIA GROSSA,M3,2024-07-02,S,S,RM,50157,10157,14316,65,930540,AGREGADOS,AREIAS,73769,4794985
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,6081,20,TIJOLO CERÂMICO 9CM X 19CM X 19CM,UN,2024-07-28,E,C,NF-e,50158,10158,4309238,0.45,1939157.1,CERÂMICAS,TIJOLOS,14282283,6427027.350000001
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,6081,20,TIJOLO CERÂMICO 9CM X 19CM X 19CM,UN,2024-07-03,S,S,RM,50159,10159,2156813,0.45,970565.85,CERÂMICAS,TIJOLOS,12125470,5456461.5
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,21114,20,VALE MATERIAL P/OBRA,R$,2024-07-24,E,C,NF-e,50160,10160,1826726,1,1826726,ACESSÓRIOS,VALES,5782277,5782277
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,21114,20,VALE MATERIAL P/OBRA,R$,2024-07-14,S,S,RM,50161,10161,892238,1,892238,ACESSÓRIOS,VALES,4890039,4890039
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,540,20,AÇO CA-50 10.0MM,KG,2024-07-23,E,C,NF-e,50162,10162,319014,6.5,2073591,AÇOS,VERGALHOES,684564,4449666
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,540,20,AÇO CA-50 10.0MM,KG,2024-07-13,S,S,RM,50163,10163,147019,6.5,955623.5,AÇOS,VERGALHOES,537545,3494042.5
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,540,20,AÇO CA-50 10.0MM,KG,2024-07-30,S,T,TRF,50164,10164,59757,6.5,388420.5,AÇOS,VERGALHOES,477788,3105622
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,880,20,CABO COBRE FLEXIVEL 2.5MM2,M,2024-07-03,E,C,NF-e,50165,10165,582610,3.2,1864352,FIOS E CABOS,CONDUTORES,1786686,5717395.2
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,880,20,CABO COBRE FLEXIVEL 2.5MM2,M,2024-07-09,S,S,RM,50166,10166,266457,3.2,852662.4,FIOS E CABOS,CONDUTORES,1520229,4864732.8
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,1050,20,TELHA ONDULADA FIBROCIMENTO,UN,2024-07-07,E,C,NF-e,50167,10167,63881,25,1597025,TELHAS ESPECIAIS,TELHAS,247171,6179275
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,1050,20,TELHA ONDULADA FIBROCIMENTO,UN,2024-07-02,S,S,RM,50168,10168,32492,25,812300,TELHAS ESPECIAIS,TELHAS,214679,5366975
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,3200,20,PAVIMENTO INTERTRAVADO 6CM,M2,2024-07-12,E,C,NF-e,50169,10169,44382,42,1864044,PAVIMENTAÇÃO PRÉ-MOLDADA,PAVIMENTOS,144289,6060138
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,3200,20,PAVIMENTO INTERTRAVADO 6CM,M2,2024-07-14,S,S,RM,50170,10170,21411,42,899262,PAVIMENTAÇÃO PRÉ-MOLDADA,PAVIMENTOS,122878,5160876
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,4500,20,CONCRETO USINADO FCK 30 MPA,M3,2024-07-22,E,C,NF-e,50171,10171,5412,350,1894200,CONCRETO USINADO,CONCRETOS,18203,6371050
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,4500,20,CONCRETO USINADO FCK 30 MPA,M3,2024-07-30,S,S,RM,50172,10172,2307,350,807450,CONCRETO USINADO,CONCRETOS,15896,5563600
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,1200,20,OLEO DIESEL S10,L,2024-07-16,E,C,NF-e,50173,10173,335758,5.8,1947396.4,COMBUSTÍVEIS E LUBRIFICANTES,COMBUSTIVEIS,853905,4952649
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,1200,20,OLEO DIESEL S10,L,2024-07-01,S,S,RM,50174,10174,144675,5.8,839115,COMBUSTÍVEIS E LUBRIFICANTES,COMBUSTIVEIS,709230,4113534
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,1200,20,OLEO DIESEL S10,L,2024-07-06,S,T,TRF,50175,10175,49336,5.8,286148.8,COMBUSTÍVEIS E LUBRIFICANTES,COMBUSTIVEIS,659894,3827385.1999999997
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,630,10,CIMENTO PORTLAND,KG,2024-08-02,E,C,NF-e,50176,10176,4230613,0.5,2115306.5,AGLOMERANTES,CIMENTO,9718340,4859170
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,630,10,CIMENTO PORTLAND,KG,2024-08-14,S,S,RM,50177,10177,1709467,0.5,854733.5,AGLOMERANTES,CIMENTO,8008873,4004436.5
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,630,10,CIMENTO PORTLAND,KG,2024-08-05,S,T,TRF,50178,10178,544584,0.5,272292,AGLOMERANTES,CIMENTO,7464289,3732144.5
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,23307,10,CIMENTO PORTLAND COMPOSTO CP II-32,KG,2024-08-25,E,C,NF-e,50179,10179,2768425,0.7,1937897.4999999998,AGLOMERANTES,CIMENTO,10337970,7236579
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,23307,10,CIMENTO PORTLAND COMPOSTO CP II-32,KG,2024-08-20,S,S,RM,50180,10180,1280700,0.7,896490,AGLOMERANTES,CIMENTO,9057270,6340089
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,227,20,AREIA GROSSA,M3,2024-08-20,E,C,NF-e,50181,10181,29915,65,1944475,AGREGADOS,AREIAS,103684,6739460
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,227,20,AREIA GROSSA,M3,2024-08-19,S,S,RM,50182,10182,12979,65,843635,AGREGADOS,AREIAS,90705,5895825
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,6081,20,TIJOLO CERÂMICO 9CM X 19CM X 19CM,UN,2024-08-18,E,C,NF-e,50183,10183,3634677,0.45,1635604.6500000001,CERÂMICAS,TIJOLOS,15760147,7092066.15
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,6081,20,TIJOLO CERÂMICO 9CM X 19CM X 19CM,UN,2024-08-30,S,S,RM,50184,10184,1690553,0.45,760748.85,CERÂMICAS,TIJOLOS,14069594,6331317.3
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,21114,20,VALE MATERIAL P/OBRA,R$,2024-08-08,E,C,NF-e,50185,10185,1982906,1,1982906,ACESSÓRIOS,VALES,6872945,6872945
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,21114,20,VALE MATERIAL P/OBRA,R$,2024-08-28,S,S,RM,50186,10186,748232,1,748232,ACESSÓRIOS,VALES,6124713,6124713
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,540,20,AÇO CA-50 10.0MM,KG,2024-08-29,E,C,NF-e,50187,10187,295741,6.5,1922316.5,AÇOS,VERGALHOES,773529,5027938.5
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,540,20,AÇO CA-50 10.0MM,KG,2024-08-04,S,S,RM,50188,10188,120620,6.5,784030,AÇOS,VERGALHOES,652909,4243908.5
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,540,20,AÇO CA-50 10.0MM,KG,2024-08-18,S,T,TRF,50189,10189,41092,6.5,267098,AÇOS,VERGALHOES,611817,3976810.5
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,880,20,CABO COBRE FLEXIVEL 2.5MM2,M,2024-08-15,E,C,NF-e,50190,10190,606162,3.2,1939718.4000000001,FIOS E CABOS,CONDUTORES,2126391,6804451.2
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,880,20,CABO COBRE FLEXIVEL 2.5MM2,M,2024-08-27,S,S,RM,50191,10191,236422,3.2,756550.4,FIOS E CABOS,CONDUTORES,1889969,6047900.800000001
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,1050,20,TELHA ONDULADA FIBROCIMENTO,UN,2024-08-04,E,C,NF-e,50192,10192,81249,25,2031225,TELHAS ESPECIAIS,TELHAS,295928,7398200
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,1050,20,TELHA ONDULADA FIBROCIMENTO,UN,2024-08-03,S,S,RM,50193,10193,33794,25,844850,TELHAS ESPECIAIS,TELHAS,262134,6553350
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,3200,20,PAVIMENTO INTERTRAVADO 6CM,M2,2024-08-05,E,C,NF-e,50194,10194,39345,42,1652490,PAVIMENTAÇÃO PRÉ-MOLDADA,PAVIMENTOS,162223,6813366
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,3200,20,PAVIMENTO INTERTRAVADO 6CM,M2,2024-08-06,S,S,RM,50195,10195,20574,42,864108,PAVIMENTAÇÃO PRÉ-MOLDADA,PAVIMENTOS,141649,5949258
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,4500,20,CONCRETO USINADO FCK 30 MPA,M3,2024-08-15,E,C,NF-e,50196,10196,5196,350,1818600,CONCRETO USINADO,CONCRETOS,21092,7382200
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,4500,20,CONCRETO USINADO FCK 30 MPA,M3,2024-08-07,S,S,RM,50197,10197,2198,350,769300,CONCRETO USINADO,CONCRETOS,18894,6612900
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,1200,20,OLEO DIESEL S10,L,2024-08-30,E,C,NF-e,50198,10198,345584,5.8,2004387.2,COMBUSTÍVEIS E LUBRIFICANTES,COMBUSTIVEIS,1005478,5831772.399999999
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,1200,20,OLEO DIESEL S10,L,2024-08-08,S,S,RM,50199,10199,137039,5.8,794826.2,COMBUSTÍVEIS E LUBRIFICANTES,COMBUSTIVEIS,868439,5036946.2
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,1200,20,OLEO DIESEL S10,L,2024-08-17,S,T,TRF,50200,10200,45993,5.8,266759.39999999997,COMBUSTÍVEIS E LUBRIFICANTES,COMBUSTIVEIS,822446,4770186.8
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,630,10,CIMENTO PORTLAND,KG,2024-09-18,E,C,NF-e,50201,10201,4067283,0.5,2033641.5,AGLOMERANTES,CIMENTO,11531572,5765786
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,630,10,CIMENTO PORTLAND,KG,2024-09-06,S,S,RM,50202,10202,1898176,0.5,949088,AGLOMERANTES,CIMENTO,9633396,4816698
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,630,10,CIMENTO PORTLAND,KG,2024-09-13,S,T,TRF,50203,10203,687868,0.5,343934,AGLOMERANTES,CIMENTO,8945528,4472764
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,23307,10,CIMENTO PORTLAND COMPOSTO CP II-32,KG,2024-09-27,E,C,NF-e,50204,10204,2589200,0.7,1812440,AGLOMERANTES,CIMENTO,11646470,8152528.999999999
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,23307,10,CIMENTO PORTLAND COMPOSTO CP II-32,KG,2024-09-13,S,S,RM,50205,10205,1419641,0.7,993748.7,AGLOMERANTES,CIMENTO,10226829,7158780.3
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,227,20,AREIA GROSSA,M3,2024-09-03,E,C,NF-e,50206,10206,29511,65,1918215,AGREGADOS,AREIAS,120216,7814040
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,227,20,AREIA GROSSA,M3,2024-09-03,S,S,RM,50207,10207,14312,65,930280,AGREGADOS,AREIAS,105904,6883760
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,6081,20,TIJOLO CERÂMICO 9CM X 19CM X 19CM,UN,2024-09-20,E,C,NF-e,50208,10208,3821586,0.45,1719713.7,CERÂMICAS,TIJOLOS,17891180,8051031
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,6081,20,TIJOLO CERÂMICO 9CM X 19CM X 19CM,UN,2024-09-06,S,S,RM,50209,10209,1887651,0.45,849442.9500000001,CERÂMICAS,TIJOLOS,16003529,7201588.05
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,21114,20,VALE MATERIAL P/OBRA,R$,2024-09-04,E,C,NF-e,50210,10210,1820859,1,1820859,ACESSÓRIOS,VALES,7945572,7945572
